35,2,3,2,1,NaN,NaN,1,0,NaN,64,37,NaN,92,69,43,14,0,3,0,3,NaN,NaN
29,2,4,2,1,NaN,NaN,1,0,NaN,50,100,NaN,100,55,23,0,1,4,-1,2,NaN,NaN
20,1,1,2,1,NaN,NaN,0,0,NaN,70,89,NaN,100,100,100,100,0,1,0,1,NaN,NaN
35,1,5,2,1,NaN,NaN,1,0,NaN,47,71,NaN,49,23,0,0,0,5,0,1,NaN,NaN
65,1,2,2,1,NaN,NaN,0,0,NaN,87,35,NaN,100,100,83,41,1,2,1,2,NaN,NaN
39,1,4,2,1,NaN,NaN,1,0,NaN,2,88,NaN,88,37,17,2,1,4,-1,2,NaN,NaN
36,1,3,2,1,NaN,NaN,0,0,NaN,60,82,NaN,100,90,40,4,0,3,0,3,NaN,NaN
43,1,2,2,1,NaN,NaN,1,0,NaN,30,90,NaN,100,100,100,0,1,2,1,2,NaN,NaN
52,1,5,2,1,NaN,NaN,0,0,NaN,82,100,NaN,48,39,28,14,0,5,0,1,NaN,NaN
28,1,1,2,1,NaN,NaN,1,1,NaN,55,0,NaN,70,75,48,69,0,1,0,1,NaN,NaN
34,1,4,2,1,NaN,NaN,1,0,NaN,34,100,NaN,95,25,5,1,1,4,-1,2,NaN,NaN
37,1,4,2,1,NaN,NaN,1,0,NaN,50,99,NaN,100,49,6,0,1,4,-1,2,NaN,NaN
24,1,1,2,1,NaN,NaN,0,0,NaN,22,100,NaN,69,88,67,49,0,1,0,1,NaN,NaN
25,1,2,2,1,NaN,NaN,0,0,NaN,70,100,NaN,100,95,87,0,1,2,1,2,NaN,NaN
31,1,3,2,1,NaN,NaN,1,0,NaN,74,21,NaN,100,100,25,14,0,3,0,3,NaN,NaN
41,1,4,2,1,NaN,NaN,0,0,NaN,22,93,NaN,100,72,33,11,1,4,-1,2,NaN,NaN
26,1,5,2,1,NaN,NaN,1,1,NaN,43,43,NaN,19,10,5,0,0,5,0,1,NaN,NaN
48,1,1,2,1,NaN,NaN,1,1,NaN,4,97,NaN,100,100,100,100,0,1,0,1,NaN,NaN
37,1,2,2,1,NaN,NaN,0,0,NaN,50,50,NaN,100,100,100,33,1,2,1,2,NaN,NaN
33,1,3,2,1,NaN,NaN,0,0,NaN,10,99,NaN,100,100,17,0,0,3,0,3,NaN,NaN
28,1,2,2,1,NaN,NaN,1,0,NaN,45,81,NaN,100,80,52,20,1,2,1,2,NaN,NaN
33,1,3,2,1,NaN,NaN,0,0,NaN,87,86,NaN,100,100,19,0,0,3,0,3,NaN,NaN
20,1,5,2,1,NaN,NaN,1,0,NaN,54,55,NaN,82,50,30,2,0,5,0,1,NaN,NaN
37,1,2,2,1,NaN,NaN,0,0,NaN,85,85,NaN,100,100,100,2,1,2,1,2,NaN,NaN
42,1,3,2,1,NaN,NaN,0,0,NaN,61,70,NaN,100,90,44,18,0,3,0,3,NaN,NaN
29,1,4,2,1,NaN,NaN,0,0,NaN,64,61,NaN,100,35,7,0,1,4,-1,2,NaN,NaN
28,1,4,2,1,NaN,NaN,1,0,NaN,10,100,NaN,70,20,10,0,1,4,-1,2,NaN,NaN
35,2,1,2,1,NaN,NaN,0,0,NaN,74,100,NaN,100,100,100,100,0,1,0,1,NaN,NaN
58,1,2,2,1,NaN,NaN,1,0,NaN,10,95,NaN,100,71,56,30,1,2,1,2,NaN,NaN
22,1,3,2,1,NaN,NaN,1,1,NaN,50,40,NaN,100,100,40,10,0,3,0,3,NaN,NaN
35,1,4,2,1,NaN,NaN,1,0,NaN,0,100,NaN,100,59,25,2,1,4,-1,2,NaN,NaN
27,2,2,2,1,NaN,NaN,1,0,NaN,10,88,NaN,100,80,59,17,1,2,1,2,NaN,NaN
34,1,3,2,1,NaN,NaN,0,0,NaN,78,70,NaN,100,80,35,0,0,3,0,3,NaN,NaN
41,1,1,2,1,NaN,NaN,0,0,NaN,71,70,NaN,98,97,97,95,0,1,0,1,NaN,NaN
38,2,5,2,1,NaN,NaN,0,0,NaN,80,100,NaN,35,20,10,10,0,5,0,1,NaN,NaN
35,1,1,2,1,NaN,NaN,1,1,NaN,17,11,NaN,89,70,58,14,0,1,0,1,NaN,NaN
36,1,2,2,1,NaN,NaN,0,0,NaN,100,100,NaN,100,73,73,3,1,2,1,2,NaN,NaN
41,1,4,2,1,NaN,NaN,1,0,NaN,0,93,NaN,84,21,10,0,1,4,-1,2,NaN,NaN
68,2,3,2,1,NaN,NaN,0,0,NaN,17,90,NaN,97,91,16,2,0,3,0,3,NaN,NaN
26,1,3,2,1,NaN,NaN,0,0,NaN,48,100,NaN,100,100,0,0,0,3,0,3,NaN,NaN
34,1,2,2,1,NaN,NaN,0,0,NaN,50,100,NaN,100,98,99,0,1,2,1,2,NaN,NaN
61,1,1,2,1,NaN,NaN,0,0,NaN,44,24,NaN,89,83,79,64,0,1,0,1,NaN,NaN
22,1,2,2,1,NaN,NaN,1,1,NaN,50,10,NaN,100,100,90,0,1,2,1,2,NaN,NaN
60,2,5,2,1,NaN,NaN,1,1,NaN,27,68,NaN,48,36,18,2,0,5,0,1,NaN,NaN
33,2,4,2,1,NaN,NaN,0,0,NaN,50,100,NaN,94,52,23,2,1,4,-1,2,NaN,NaN
37,2,1,2,1,NaN,NaN,0,0,NaN,67,100,NaN,100,100,80,61,0,1,0,1,NaN,NaN
50,1,3,2,1,NaN,NaN,0,0,NaN,60,97,NaN,100,98,10,1,0,3,0,3,NaN,NaN
37,1,2,2,1,NaN,NaN,1,1,NaN,40,45,NaN,100,92,75,0,1,2,1,2,NaN,NaN
39,2,4,2,1,NaN,NaN,0,0,NaN,51,100,NaN,90,17,9,0,1,4,-1,2,NaN,NaN
53,2,2,2,1,NaN,NaN,0,0,NaN,50,100,NaN,100,100,100,0,1,2,1,2,NaN,NaN
40,1,2,2,1,NaN,NaN,1,1,NaN,32,32,NaN,72,73,100,0,1,2,1,2,NaN,NaN
36,2,1,2,1,NaN,NaN,0,0,NaN,29,100,NaN,98,99,66,51,0,1,0,1,NaN,NaN
34,2,5,2,1,NaN,NaN,0,0,NaN,96,94,NaN,6,63,81,97,0,5,0,1,NaN,NaN
22,1,2,2,1,NaN,NaN,1,1,NaN,35,38,NaN,100,95,85,0,1,2,1,2,NaN,NaN
49,2,4,2,1,NaN,NaN,1,0,NaN,0,100,NaN,100,0,0,0,1,4,-1,2,NaN,NaN
68,1,4,2,1,NaN,NaN,0,0,NaN,0,67,NaN,100,7,5,0,1,4,-1,2,NaN,NaN
35,1,3,2,1,NaN,NaN,0,1,NaN,30,48,NaN,100,100,13,1,0,3,0,3,NaN,NaN
37,2,3,2,1,NaN,NaN,0,0,NaN,50,75,NaN,100,50,30,31,0,3,0,3,NaN,NaN
34,1,5,2,1,NaN,NaN,1,1,NaN,51,51,NaN,44,26,9,0,0,5,0,1,NaN,NaN
60,2,1,2,1,NaN,NaN,1,0,NaN,33,82,NaN,92,89,86,83,0,1,0,1,NaN,NaN
46,1,5,2,1,NaN,NaN,0,0,NaN,85,79,NaN,5,0,0,0,0,5,0,1,NaN,NaN
18,2,4,2,1,NaN,NaN,1,0,NaN,36,32,NaN,86,27,7,2,1,4,-1,2,NaN,NaN
63,2,4,2,1,NaN,NaN,1,0,NaN,62,100,NaN,95,75,61,35,1,4,-1,2,NaN,NaN
31,1,3,2,1,NaN,NaN,0,0,NaN,20,100,NaN,100,100,0,0,0,3,0,3,NaN,NaN
23,1,2,2,1,NaN,NaN,1,0,NaN,12,79,NaN,98,86,74,0,1,2,1,2,NaN,NaN
27,1,3,2,1,NaN,NaN,0,0,NaN,45,70,NaN,100,100,10,0,0,3,0,3,NaN,NaN
53,1,1,2,1,NaN,NaN,0,0,NaN,83,100,NaN,100,100,100,100,0,1,0,1,NaN,NaN
60,2,2,2,1,NaN,NaN,0,0,NaN,33,99,NaN,100,100,100,26,1,2,1,2,NaN,NaN
60,1,5,2,1,NaN,NaN,1,0,NaN,14,48,NaN,54,11,10,8,0,5,0,1,NaN,NaN
54,1,3,2,1,NaN,NaN,0,0,NaN,50,100,NaN,100,51,44,17,0,3,0,3,NaN,NaN
35,2,4,2,1,NaN,NaN,1,0,NaN,25,100,NaN,87,31,12,1,1,4,-1,2,NaN,NaN
47,1,1,2,1,NaN,NaN,1,0,NaN,86,71,NaN,100,92,87,84,0,1,0,1,NaN,NaN
34,1,2,2,1,NaN,NaN,0,0,NaN,30,25,NaN,100,100,100,0,1,2,1,2,NaN,NaN
43,2,1,2,1,NaN,NaN,0,0,NaN,47,100,NaN,100,100,78,70,0,1,0,1,NaN,NaN
29,1,5,2,1,NaN,NaN,0,0,NaN,48,52,NaN,25,2,2,0,0,5,0,1,NaN,NaN
31,1,5,2,1,NaN,NaN,0,0,NaN,75,85,NaN,88,65,20,0,0,5,0,1,NaN,NaN
32,1,1,2,1,NaN,NaN,0,0,NaN,55,67,NaN,100,100,95,80,0,1,0,1,NaN,NaN
38,2,3,2,1,NaN,NaN,0,0,NaN,100,100,NaN,100,75,27,0,0,3,0,3,NaN,NaN
34,2,2,2,1,NaN,NaN,0,0,NaN,73,76,NaN,100,100,100,18,1,2,1,2,NaN,NaN
50,1,1,2,1,NaN,NaN,1,0,NaN,55,45,NaN,100,100,100,75,0,1,0,1,NaN,NaN
32,1,4,2,1,NaN,NaN,1,0,NaN,27,44,NaN,100,0,0,0,1,4,-1,2,NaN,NaN
28,1,2,2,1,NaN,NaN,0,0,NaN,84,86,NaN,100,100,100,33,1,2,1,2,NaN,NaN
37,1,3,2,1,NaN,NaN,0,0,NaN,85,27,NaN,98,86,0,36,0,3,0,3,NaN,NaN
53,1,4,2,1,NaN,NaN,1,0,NaN,55,51,NaN,100,23,11,2,1,4,-1,2,NaN,NaN
63,1,3,2,1,NaN,NaN,0,0,NaN,78,100,NaN,100,93,4,0,0,3,0,3,NaN,NaN
27,1,4,2,1,NaN,NaN,1,0,NaN,51,100,NaN,100,30,0,0,1,4,-1,2,NaN,NaN
36,2,4,2,1,NaN,NaN,0,0,NaN,30,75,NaN,100,50,25,0,1,4,-1,2,NaN,NaN
27,1,2,2,1,NaN,NaN,1,0,NaN,12,94,NaN,100,99,61,0,1,2,1,2,NaN,NaN
29,1,5,2,1,NaN,NaN,1,1,NaN,50,50,NaN,100,67,40,0,0,5,0,1,NaN,NaN
32,1,3,2,1,NaN,NaN,0,0,NaN,36,50,NaN,98,96,48,28,0,3,0,3,NaN,NaN
35,1,4,2,1,NaN,NaN,1,0,NaN,36,55,NaN,84,40,17,0,1,4,-1,2,NaN,NaN
