1,1,1,NaN,1,1,1,1,1,5,3,1,0,NaN,1,1,2,2,1,1,1,2.69089917681595,2,1,1,1,1,3,3,NaN,NaN
1,1,1,NaN,2,2,2,1,1,5,3,1,0,NaN,1,1,2,2,1,1,1,0.653741226114562,4,3,0,0,4,1,1,1,1
1,1,1,NaN,3,3,3,1,1,5,3,1,0,NaN,1,1,2,2,1,1,1,2.2353640584106,4,3,0,0,4,1,1,0,0
1,1,1,NaN,4,4,4,1,1,5,3,1,0,NaN,1,1,2,2,1,1,1,1.17869663887814,4,1,0,1,3,5,0,0,0
1,1,1,NaN,5,5,5,1,1,5,3,1,0,NaN,1,1,2,2,1,1,1,2.64816803968688,4,3,0,0,4,1,1,0,1
1,1,1,NaN,6,6,1,1,1,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,2.74181362971331,2,1,1,1,1,-3,-3,0,0
1,1,1,NaN,7,7,2,1,1,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.724477581407882,2,1,1,1,1,-3,-3,1,1
1,1,1,NaN,8,8,3,1,1,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.948025367510581,2,3,1,0,2,-6,-1,1,1
1,1,1,NaN,9,9,4,1,1,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.26984904397068,2,3,1,0,2,-6,-1,1,0
1,1,1,NaN,10,10,5,1,1,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.591533783494015,4,3,0,0,4,-5,-5,1,0
1,1,1,NaN,11,11,1,1,1,1,-1,-3,-4,NaN,1,1,-2,4,1,1,1,1.58037589074092,4,1,0,1,3,1,-4,0,0
1,1,1,NaN,12,12,2,1,1,1,-1,-3,-4,NaN,1,1,-2,4,1,1,1,1.8285661324112,4,3,0,0,4,-3,-3,0,1
1,1,1,NaN,13,13,3,1,1,1,-1,-3,-4,NaN,1,1,-2,4,1,1,1,0.8196888301336,4,3,0,0,4,-3,-3,0,0
1,1,1,NaN,14,14,4,1,1,1,-1,-3,-4,NaN,1,1,-2,4,1,1,1,0.395787697378637,4,1,0,1,3,1,-4,0,0
1,1,1,NaN,15,15,5,1,1,1,-1,-3,-4,NaN,1,1,-2,4,1,1,1,0.723339555241182,4,3,0,0,4,-3,-3,0,1
1,1,1,NaN,16,16,1,1,1,4,2,0,-1,NaN,1,1,1,2,1,1,1,2.01448260478128,4,1,0,1,3,4,-1,0,0
1,1,1,NaN,17,17,2,1,1,4,2,0,-1,NaN,1,1,1,2,1,1,1,1.88996334229205,4,3,0,0,4,0,0,0,1
1,1,1,NaN,18,18,3,1,1,4,2,0,-1,NaN,1,1,1,2,1,1,1,0.783067078264594,4,3,0,0,4,0,0,0,0
1,1,1,NaN,19,19,4,1,1,4,2,0,-1,NaN,1,1,1,2,1,1,1,0.72744796933921,4,3,0,0,4,0,0,0,0
1,1,1,NaN,20,20,5,1,1,4,2,0,-1,NaN,1,1,1,2,1,1,1,0.448878014417005,4,3,0,0,4,0,0,0,0
1,1,1,NaN,21,21,1,1,1,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,2.0329839081005,4,3,0,0,4,0.5,0.5,0,0
1,1,1,NaN,22,22,2,1,1,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,0.701376697482829,4,3,0,0,4,0.5,0.5,0,0
1,1,1,NaN,23,23,3,1,1,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,0.829026230107047,4,3,0,0,4,0.5,0.5,0,0
1,1,1,NaN,24,24,4,1,1,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,1.20341659193264,2,3,1,0,2,-0.5,4.5,0,0
1,1,1,NaN,25,25,5,1,1,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,1.06101565693598,2,3,1,0,2,-0.5,4.5,1,0
1,1,1,NaN,26,26,1,1,1,3,1,-1,-2,NaN,1,1,0,3,0,1,1,1.29556354811439,2,3,1,0,2,-2,3,1,0
1,1,1,NaN,27,27,2,1,1,3,1,-1,-2,NaN,1,1,0,3,0,1,1,0.625711222718564,2,1,1,1,1,1,1,1,0
1,1,1,NaN,28,28,3,1,1,3,1,-1,-2,NaN,1,1,0,3,0,1,1,0.498566471026606,2,1,1,1,1,1,1,1,1
1,1,1,NaN,29,29,4,1,1,3,1,-1,-2,NaN,1,1,0,3,0,1,1,0.501520800919025,2,3,1,0,2,-2,3,1,1
1,1,1,NaN,30,30,5,1,1,3,1,-1,-2,NaN,1,1,0,3,0,1,1,0.488278155936769,2,3,1,0,2,-2,3,1,0
1,1,1,NaN,31,31,1,1,1,6,4,2,1,NaN,1,1,3,1,0,1,1,0.858207175918324,2,3,1,0,2,1,6,1,0
1,1,1,NaN,32,32,2,1,1,6,4,2,1,NaN,1,1,3,1,0,1,1,1.29553806470631,2,3,1,0,2,1,6,1,0
1,1,1,NaN,33,33,3,1,1,6,4,2,1,NaN,1,1,3,1,0,1,1,0.43523496574926,2,3,1,0,2,1,6,1,0
1,1,1,NaN,34,34,4,1,1,6,4,2,1,NaN,1,1,3,1,0,1,1,0.516922902916122,2,1,1,1,1,4,4,1,0
1,1,1,NaN,35,35,5,1,1,6,4,2,1,NaN,1,1,3,1,0,1,1,0.649090329605315,2,3,1,0,2,1,6,1,1
1,1,1,NaN,36,36,1,1,1,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,1.65492288825453,2,1,1,1,1,1.5,1.5,1,0
1,1,1,NaN,37,37,2,1,1,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,0.37579194926775,2,3,1,0,2,-1.5,3.5,1,1
1,1,1,NaN,38,38,3,1,1,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,1.75220771840077,2,3,1,0,2,-1.5,3.5,1,0
1,1,1,NaN,39,39,4,1,1,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,4.33658939143152,2,3,1,0,2,-1.5,3.5,1,0
1,1,1,NaN,40,40,5,1,1,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,1.11716188841092,2,3,1,0,2,-1.5,3.5,1,0
1,1,1,NaN,41,41,1,1,1,7,5,3,2,NaN,1,1,4,1,0,1,1,3.47964032787695,2,3,1,0,2,2,7,1,0
1,1,1,NaN,42,42,2,1,1,7,5,3,2,NaN,1,1,4,1,0,1,1,1.26896899367375,2,3,1,0,2,2,7,1,0
1,1,1,NaN,43,43,3,1,1,7,5,3,2,NaN,1,1,4,1,0,1,1,1.40674695918324,2,3,1,0,2,2,7,1,0
1,1,1,NaN,44,44,4,1,1,7,5,3,2,NaN,1,1,4,1,0,1,1,0.759745570861469,2,3,1,0,2,2,7,1,0
1,1,1,NaN,45,45,5,1,1,7,5,3,2,NaN,1,1,4,1,0,1,1,1.17711282761456,2,3,1,0,2,2,7,1,0
1,1,1,NaN,46,46,1,1,1,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,2.36779225367172,4,3,0,0,4,-4,-4,1,0
1,1,1,NaN,47,47,2,1,1,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.389550895079083,4,1,0,1,3,0,-5,0,0
1,1,1,NaN,48,48,3,1,1,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.284607079011948,4,3,0,0,4,-4,-4,0,1
1,1,1,NaN,49,49,4,1,1,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,1.59017618111284,4,3,0,0,4,-4,-4,0,0
1,1,1,NaN,50,50,5,1,1,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.974440839919225,4,3,0,0,4,-4,-4,0,0
1,1,1,NaN,51,51,1,1,1,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,0.911270962285016,4,3,0,0,4,-2,-2,0,0
1,1,1,NaN,52,52,2,1,1,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,0.748600943444217,4,3,0,0,4,-2,-2,0,0
1,1,1,NaN,53,53,3,1,1,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,0.944292920953558,4,3,0,0,4,-2,-2,0,0
1,1,1,NaN,54,54,4,1,1,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,1.9693588199998,4,3,0,0,4,-2,-2,0,0
1,1,1,NaN,55,55,5,1,1,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,1.45132197797375,4,3,0,0,4,-2,-2,0,0
1,1,1,NaN,56,56,1,1,1,-2,-4,-6,-7,NaN,1,1,-5,5,0,1,1,4.08939195541097,2,1,1,1,1,-4,-4,0,0
1,1,1,NaN,57,57,2,1,1,-2,-4,-6,-7,NaN,1,1,-5,5,0,1,1,1.40651062675533,2,1,1,1,1,-4,-4,1,1
1,1,1,NaN,58,58,3,1,1,-2,-4,-6,-7,NaN,1,1,-5,5,0,1,1,0.674955988757574,2,1,1,1,1,-4,-4,1,1
1,1,1,NaN,59,59,4,1,1,-2,-4,-6,-7,NaN,1,1,-5,5,0,1,1,0.796175673539437,2,1,1,1,1,-4,-4,1,1
1,1,1,NaN,60,60,5,1,1,-2,-4,-6,-7,NaN,1,1,-5,5,0,1,1,0.4928714529633,2,3,1,0,2,-7,-2,1,1
1,1,1,NaN,61,1,1,2,0,5,3,1,0,NaN,1,1,2,2,1,1,2,2.62842293660378,3,2,0,1,3,5,0,1,0
1,1,1,NaN,62,2,2,2,0,5,3,1,0,NaN,1,1,2,2,1,1,2,2.08838064810971,3,2,0,1,3,5,0,0,1
1,1,1,NaN,63,3,3,2,0,5,3,1,0,NaN,1,1,2,2,1,0,0,5.00021119810845,1,4,1,0,2,0,5,0,1
1,1,1,NaN,64,4,4,2,0,5,3,1,0,NaN,1,1,2,2,1,1,1,0.00052223532111384,1,2,1,1,1,3,3,1,0
1,1,1,NaN,65,5,5,2,0,5,3,1,0,NaN,1,1,2,2,1,1,1,0.722150911346034,3,4,0,0,4,1,1,1,1
1,1,1,NaN,66,6,1,2,0,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,3.32378799340495,3,2,0,1,3,2,-3,0,0
1,1,1,NaN,67,7,2,2,0,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,0.718445344547945,3,4,0,0,4,-2,-2,0,1
1,1,1,NaN,68,8,3,2,0,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,2.8837464379958,3,2,0,1,3,2,-3,0,0
1,1,1,NaN,69,9,4,2,0,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,1.49655607449404,3,4,0,0,4,-2,-2,0,1
1,1,1,NaN,70,10,5,2,0,2,0,-2,-3,NaN,1,1,-1,3,0,1,1,0.746916245812827,1,4,1,0,2,-3,2,0,0
1,1,1,NaN,71,11,1,2,0,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,0.537240859049234,1,2,1,1,1,2.5,2.5,1,0
1,1,1,NaN,72,12,2,2,0,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,0.269516363315233,1,2,1,1,1,2.5,2.5,1,1
1,1,1,NaN,73,13,3,2,0,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,0.537572143353827,1,2,1,1,1,2.5,2.5,1,1
1,1,1,NaN,74,14,4,2,0,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,1.6273103938438,1,2,1,1,1,2.5,2.5,1,1
1,1,1,NaN,75,15,5,2,0,4.5,2.5,0.5,-0.5,NaN,1,1,1.5,2,1,1,1,0.786416924614059,1,2,1,1,1,2.5,2.5,1,1
1,1,1,NaN,76,16,1,2,0,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,3.29100795256818,3,4,0,0,4,-5,-5,1,1
1,1,1,NaN,77,17,2,2,0,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.272801977512245,3,2,0,1,3,-1,-6,0,0
1,1,1,NaN,78,18,3,2,0,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.310354397405717,3,4,0,0,4,-5,-5,0,1
1,1,1,NaN,79,19,4,2,0,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.552157729031023,3,4,0,0,4,-5,-5,0,0
1,1,1,NaN,80,20,5,2,0,-1,-3,-5,-6,NaN,1,1,-4,5,0,1,1,0.41005910405147,3,4,0,0,4,-5,-5,0,0
1,1,1,NaN,81,21,1,2,0,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.576435736953499,3,4,0,0,4,-4,-4,0,0
1,1,1,NaN,82,22,2,2,0,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.320756864200121,3,2,0,1,3,0,-5,0,0
1,1,1,NaN,83,23,3,2,0,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.338905588860143,3,4,0,0,4,-4,-4,0,1
1,1,1,NaN,84,24,4,2,0,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.364618347564829,3,4,0,0,4,-4,-4,0,0
1,1,1,NaN,85,25,5,2,0,0,-2,-4,-5,NaN,1,1,-3,4,1,1,1,0.932807583862086,3,4,0,0,4,-4,-4,0,0
1,1,1,NaN,86,26,1,2,0,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,1.28753592549583,3,4,0,0,4,-0.5,-0.5,0,0
1,1,1,NaN,87,27,2,2,0,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,1.41968101056682,3,2,0,1,3,3.5,-1.5,0,0
1,1,1,NaN,88,28,3,2,0,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,3.99436572321065,3,4,0,0,4,-0.5,-0.5,0,1
1,1,1,NaN,89,29,4,2,0,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,0.419933401033632,1,4,1,0,2,-1.5,3.5,0,0
1,1,1,NaN,90,30,5,2,0,3.5,1.5,-0.5,-1.5,NaN,1,1,0.5,3,0,1,1,0.538300340464957,1,4,1,0,2,-1.5,3.5,1,0
